text,user_nickname,user_unique_id,user_profile,video_id,video_url,black_campaign
😂,Rifda _putri 💥💥,rifda4224,https://www.tiktok.com/@rifda4224,7.44E+18,,tidak
💃,Neng Iroh Nasa,laras_cahya23,https://www.tiktok.com/@laras_cahya23,7.44E+18,,tidak
😂,Emmy Sarmini Susilowati,emmysarminisusilo,https://www.tiktok.com/@emmysarminisusilo,7.44E+18,,tidak
🥰,user341650748494,user341650748494,https://www.tiktok.com/@user341650748494,7.44E+18,,tidak
😁,suwati19833,suwati.1983,https://www.tiktok.com/@suwati.1983,7.44E+18,,tidak
🥰,Gusti ayu Santini,gustiaayusantini0,https://www.tiktok.com/@gustiaayusantini0,7.44E+18,,tidak
☺️,melia,user6343222531652,https://www.tiktok.com/@user6343222531652,7.44E+18,,tidak
😭,piya,soffiyaafwy,https://www.tiktok.com/@soffiyaafwy,7.44E+18,,tidak
😁,masndra corner,masndra_022,https://www.tiktok.com/@masndra_022,7.44E+18,,tidak
😁,Kancil Saputra,kancilsaputra,https://www.tiktok.com/@kancilsaputra,7.44E+18,,tidak
😁,engky,eirorooq,https://www.tiktok.com/@eirorooq,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6603186863882764290&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463506217916351233&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁😁😁,Afi_qhoilidyah,afi_722,https://www.tiktok.com/@afi_722,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6964651530553836546&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463502593311752968&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,Ababil Jaya,ababiljayabatualam,https://www.tiktok.com/@ababiljayabatualam,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7222668233760228354&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463492624340648720&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🥰,Delisa 255,delisa_devano,https://www.tiktok.com/@delisa_devano,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6570331319334141954&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463447329850426120&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,vivii.syaraa,viviisyaraa,https://www.tiktok.com/@viviisyaraa,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=9564821&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463403516149744402&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😏,𝒎𝒖𝒉𝒂𝒎𝒎𝒂𝒅 𝒚𝒖𝒔𝒖𝒇,insyaallah439,https://www.tiktok.com/@insyaallah439,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7314542871201629189&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463365856074154759&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,Rahma🤎01......,rahma01.s13,https://www.tiktok.com/@rahma01.s13,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7217448299388290075&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463356724180992786&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🥰,shincan233,ronikusumairawan,https://www.tiktok.com/@ronikusumairawan,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7176428899995485186&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463306011568079623&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🥰🥰🥰,Bhoncel58,bhoncel58,https://www.tiktok.com/@bhoncel58,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7078271430858015745&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463267861507752712&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,DOKTER RSJ SP.Lg-bT,penjual.minyakkk,https://www.tiktok.com/@penjual.minyakkk,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7214703218847663106&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463169944306483976&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,DOKTER RSJ SP.Lg-bT,penjual.minyakkk,https://www.tiktok.com/@penjual.minyakkk,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7214703218847663106&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463169694015914770&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🥰,bianyaara,bianyaara,https://www.tiktok.com/@bianyaara,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6885650395881063429&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463124495747941128&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😳,bianyaara,bianyaara,https://www.tiktok.com/@bianyaara,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6885650395881063429&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463124503859495698&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😊,Budy,budy160,https://www.tiktok.com/@budy160,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7308606664097629190&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463091196304720661&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,Tri Sadar Verticillata,sadar312,https://www.tiktok.com/@sadar312,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6560533971972521985&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463091035192656646&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,allea zahra ludiana 10021,axselsajw,https://www.tiktok.com/@axselsajw,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7309467721618736130&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463077171456885509&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,Saa🦋🥀,userelsanurfatimah,https://www.tiktok.com/@userelsanurfatimah,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6973170542434567170&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463072684119081746&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😆,Sarman Leman,sarmanleman19,https://www.tiktok.com/@sarmanleman19,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6755414820579476481&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7463041080422875911&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🌹,Nita.R,nita38662,https://www.tiktok.com/@nita38662,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6964584155427718145&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462974240209093383&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
❤❤❤,Srihartati Putry Ketiga,srihartatiputryketiga,https://www.tiktok.com/@srihartatiputryketiga,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7223121633384121371&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462925715601425159&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,musermusertok,musermuser81,https://www.tiktok.com/@musermuser81,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7216707504419111941&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462866192472359688&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,umitristan,umik2tristan,https://www.tiktok.com/@umik2tristan,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6581282710244278274&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462786819999531782&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂😂😂,Alesha nourren azzahra,aleshanourrenazzahra,https://www.tiktok.com/@aleshanourrenazzahra,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7118986136944722945&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462765816145838856&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,hobi masak 🥗,buiburumah,https://www.tiktok.com/@buiburumah,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7286629733923062789&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462718745191056136&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,hobi masak 🥗,buiburumah,https://www.tiktok.com/@buiburumah,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7286629733923062789&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462718730167534343&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🥰,linoo,talizatta,https://www.tiktok.com/@talizatta,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7389942314094887953&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462715467372053256&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,it's Ria,its.ria68,https://www.tiktok.com/@its.ria68,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7457689938533024785&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462712038671270663&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,laddladd,ppljjh_,https://www.tiktok.com/@ppljjh_,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6839015361560478722&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462693637688951553&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,SDTQ M. AL FATIH METRO,sdtqmuhammadalfatih,https://www.tiktok.com/@sdtqmuhammadalfatih,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7419700620133057542&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462687710043636498&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🥰,Juliea,nazwamelinda2,https://www.tiktok.com/@nazwamelinda2,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6874860994146927618&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462549901265617670&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,Juliea,nazwamelinda2,https://www.tiktok.com/@nazwamelinda2,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6874860994146927618&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462549975340450566&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🥰,Juliea,nazwamelinda2,https://www.tiktok.com/@nazwamelinda2,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6874860994146927618&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462549958076580614&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,devi septiani,devi.septiani13,https://www.tiktok.com/@devi.septiani13,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7428240745977054209&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462521715705250568&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂😂😂,Wer's,wers2195,https://www.tiktok.com/@wers2195,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6573609404447883265&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462508428691292936&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,no name,koe.19991123,https://www.tiktok.com/@koe.19991123,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6897788126111351810&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462415077964268304&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😁,Yos,yosikartiko733,https://www.tiktok.com/@yosikartiko733,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7049011786591372290&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462408732073509649&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😏,diditata,adtayu,https://www.tiktok.com/@adtayu,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6881203100183954433&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462375171689562888&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂😂😂,🌷{A.F.I.A}🌸,shafiyah2016,https://www.tiktok.com/@shafiyah2016,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=7346630803377505285&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462359115596546824&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
😂,siërra๋࣭ ⭑⚝,sh_ier4aa,https://www.tiktok.com/@sh_ier4aa,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6780995175495828481&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462336722043405062&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
🥰,Siska karlina,siskakarlina25,https://www.tiktok.com/@siskakarlina25,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6565961193248505858&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7462334435417981716&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
@Aries31,🍫,silverqueeeennn,https://www.tiktok.com/@silverqueeeennn,7.44E+18,,tidak
😁,Cdramalovers🇨🇳,chocolla30,https://www.tiktok.com/@chocolla30,7.44E+18,,tidak
😂,Scorpio,fanogautama,https://www.tiktok.com/@fanogautama,7.44E+18,,tidak
😭,RiskaOktiani,riskaoktiani1308,https://www.tiktok.com/@riskaoktiani1308,7.44E+18,,tidak
😂😂😂,aisyy✨️,aisyahahadisini,https://www.tiktok.com/@aisyahahadisini,7.44E+18,,tidak
😁,Intan Quavadis Sinag,intanquavadissinaga,https://www.tiktok.com/@intanquavadissinaga,7.44E+18,,tidak
🥺🥺🥺,Mey Mey,meychubbychubby,https://www.tiktok.com/@meychubbychubby,7.44E+18,,tidak
🤗,lik,likk0_,https://www.tiktok.com/@likk0_,7.44E+18,,tidak
😂😂😂,olivia carolyn Sitep,oliviacarolynsite,https://www.tiktok.com/@oliviacarolynsite,7.44E+18,,tidak
🥰,nandul,rans332,https://www.tiktok.com/@rans332,7.44E+18,,tidak
😳😳😳,Erna Wati,erna.wati3931,https://www.tiktok.com/@erna.wati3931,7.44E+18,,tidak
🥰,cadel,evivetos0,https://www.tiktok.com/@evivetos0,7.44E+18,,tidak
😎,Otoyyy Y nya YAUDAH,otoyyy666,https://www.tiktok.com/@otoyyy666,7.44E+18,,tidak
😂,sarahcantikmanis,eva_achmad,https://www.tiktok.com/@eva_achmad,7.44E+18,,tidak
🥺,˚₊‧꒰ა karin ໒꒱ ‧₊˚,thisiskayeen,https://www.tiktok.com/@thisiskayeen,7.44E+18,,tidak
🤣,ing Lologau,inglologau,https://www.tiktok.com/@inglologau,7.44E+18,,tidak
🤲,ciin,cntnnaa_,https://www.tiktok.com/@cntnnaa_,7.44E+18,,tidak
🥰,Ayu Pratiwi,ayu.pratiwi410,https://www.tiktok.com/@ayu.pratiwi410,7.44E+18,,tidak
😂😂😂,jeje,lee_lovo,https://www.tiktok.com/@lee_lovo,7.44E+18,,tidak
🥰,desyechi22,desyechi22,https://www.tiktok.com/@desyechi22,7.44E+18,,tidak
😭,ㅤSIPAA`,cimut643,https://www.tiktok.com/@cimut643,7.44E+18,https://t.tiktok.com/i18n/share/video/7439657835165650232/?_d=egdcac634gj3c0&comment_author_id=6988451002068763675&mid=7439657809249127223&preview_pb=0&region=ID&share_comment_id=7461543280028320518&share_item_id=7439657835165650232&sharer_language=en&source=h5_t&u_code=0,tidak
